split,epoch,class_idx,committee_idx,sample_idx_in_batch,ridge_mode,support_mode,prototype_aggregation,mean_trace,condition_number,effective_ridge,weight_norm
test,2,0,-1,48,trace_adaptive,same_only,pooled,0.00044989146408624947,1891360.125,4.498914677242283e-06,7.493527412414551
test,2,0,-1,49,trace_adaptive,same_only,pooled,0.00044516153866425157,2513508.5,4.45161549578188e-06,7.493281364440918
test,2,0,-1,50,trace_adaptive,same_only,pooled,0.0004448271938599646,2499368.75,4.448271738510812e-06,7.493287086486816
test,2,0,-1,51,trace_adaptive,same_only,pooled,0.00045006274012848735,1903111.625,4.500627255765721e-06,7.493521213531494
test,2,0,-1,52,trace_adaptive,same_only,pooled,0.00044707005145028234,1992948.0,4.470700332603883e-06,7.4935221672058105
test,2,0,-1,53,trace_adaptive,same_only,pooled,0.0004500685026869178,1885751.875,4.500685008679284e-06,7.493528366088867
test,2,0,-1,54,trace_adaptive,same_only,pooled,0.00044527131831273437,2399289.75,4.45271325588692e-06,7.493363380432129
test,2,0,-1,55,trace_adaptive,same_only,pooled,0.00044651463394984603,2157948.25,4.465146048460156e-06,7.493472099304199
test,2,0,-1,56,trace_adaptive,same_only,pooled,0.0004493939923122525,1857097.5,4.493939741223585e-06,7.493536949157715
test,2,0,-1,57,trace_adaptive,same_only,pooled,0.0004448246618267149,2755620.75,4.448246727406513e-06,7.493016242980957
test,2,0,-1,58,trace_adaptive,same_only,pooled,0.0004471156862564385,1997871.5,4.471156898944173e-06,7.493513107299805
test,2,0,-1,59,trace_adaptive,same_only,pooled,0.0004469952255021781,2030658.5,4.469952273211675e-06,7.493506908416748
test,2,0,-1,60,trace_adaptive,same_only,pooled,0.00044593849452212453,2264950.25,4.459384854271775e-06,7.493432521820068
test,2,0,-1,61,trace_adaptive,same_only,pooled,0.00044982979306951165,1873949.75,4.498298039834481e-06,7.4935302734375
test,2,0,-1,62,trace_adaptive,same_only,pooled,0.0004486389516387135,1835054.5,4.486389570956817e-06,7.493544101715088
test,2,0,-1,63,trace_adaptive,same_only,pooled,0.00044677400728687644,2106859.0,4.467739927349612e-06,7.493488311767578
test,2,1,-1,0,trace_adaptive,same_only,pooled,0.00048308284021914005,3183498.75,4.8308284021914005e-06,7.594040393829346
test,2,1,-1,1,trace_adaptive,same_only,pooled,0.00046823441516608,1841576.625,4.682343842432601e-06,7.59544563293457
test,2,1,-1,2,trace_adaptive,same_only,pooled,0.0004696997639257461,1840146.125,4.696997621067567e-06,7.595418453216553
test,2,1,-1,3,trace_adaptive,same_only,pooled,0.0004882326174993068,3844856.0,4.882326265942538e-06,7.591524600982666
test,2,1,-1,4,trace_adaptive,same_only,pooled,0.0004728635831270367,2088152.25,4.728635758510791e-06,7.595322608947754
test,2,1,-1,5,trace_adaptive,same_only,pooled,0.00047428038669750094,2151858.25,4.7428038669750094e-06,7.595282554626465
test,2,1,-1,6,trace_adaptive,same_only,pooled,0.0004673125222325325,1854121.5,4.673125204135431e-06,7.595447063446045
test,2,1,-1,7,trace_adaptive,same_only,pooled,0.00046757672680541873,1867076.0,4.675767286244081e-06,7.595435619354248
test,2,1,-1,8,trace_adaptive,same_only,pooled,0.0004888211842626333,3972511.75,4.888211606157711e-06,7.590697288513184
test,2,1,-1,9,trace_adaptive,same_only,pooled,0.0004695770621765405,1815076.125,4.695770712714875e-06,7.595433712005615
test,2,1,-1,10,trace_adaptive,same_only,pooled,0.0004668538167607039,1897776.5,4.668538167607039e-06,7.595428943634033
test,2,1,-1,11,trace_adaptive,same_only,pooled,0.0004787725629284978,2699575.5,4.787725629284978e-06,7.5948052406311035
test,2,1,-1,12,trace_adaptive,same_only,pooled,0.00046659959480166435,1884800.25,4.665995675168233e-06,7.5954365730285645
test,2,1,-1,13,trace_adaptive,same_only,pooled,0.0004676379030570388,1854029.25,4.676378921431024e-06,7.595443248748779
test,2,1,-1,14,trace_adaptive,same_only,pooled,0.000466917990706861,1859944.0,4.66917981611914e-06,7.595447540283203
test,2,1,-1,15,trace_adaptive,same_only,pooled,0.0004667026223614812,1884683.75,4.667026132665342e-06,7.595433712005615
test,2,1,-1,16,trace_adaptive,same_only,pooled,0.00046836951514706016,1879807.25,4.683694896812085e-06,7.595424652099609
test,2,1,-1,17,trace_adaptive,same_only,pooled,0.00047553074546158314,2279044.0,4.755307145387633e-06,7.595224857330322
test,2,1,-1,18,trace_adaptive,same_only,pooled,0.0004780361778102815,2574520.5,4.7803614506847225e-06,7.594998836517334
test,2,1,-1,19,trace_adaptive,same_only,pooled,0.00046738365199416876,1858719.625,4.673836428992217e-06,7.595443248748779
test,2,1,-1,20,trace_adaptive,same_only,pooled,0.00046743673738092184,1838117.625,4.674367119150702e-06,7.595454216003418
test,2,1,-1,21,trace_adaptive,same_only,pooled,0.0004959090147167444,5673896.0,4.959089892508928e-06,7.402817249298096
test,2,1,-1,22,trace_adaptive,same_only,pooled,0.0004788193618878722,2637386.75,4.78819356430904e-06,7.5948920249938965
test,2,1,-1,23,trace_adaptive,same_only,pooled,0.0004673540242947638,1831737.5,4.6735399337194394e-06,7.595458507537842
test,2,1,-1,24,trace_adaptive,same_only,pooled,0.00046822341391816735,1887570.0,4.682234248321038e-06,7.595425128936768
test,2,1,-1,25,trace_adaptive,same_only,pooled,0.0004707238986156881,1868233.625,4.707238986156881e-06,7.595402717590332
test,2,1,-1,26,trace_adaptive,same_only,pooled,0.0004769481311086565,2441578.5,4.769481165567413e-06,7.595047950744629
test,2,1,-1,27,trace_adaptive,same_only,pooled,0.0004962269449606538,5834509.0,4.962269485986326e-06,7.2345404624938965
test,2,1,-1,28,trace_adaptive,same_only,pooled,0.0004696923424489796,1832759.25,4.696923497249372e-06,7.595430850982666
test,2,1,-1,29,trace_adaptive,same_only,pooled,0.0004755521076731384,2328997.0,4.755520876642549e-06,7.5951714515686035
test,2,1,-1,30,trace_adaptive,same_only,pooled,0.00047028250992298126,1837396.875,4.702825208369177e-06,7.595447540283203
test,2,1,-1,31,trace_adaptive,same_only,pooled,0.0004682222497649491,1861223.625,4.682222424889915e-06,7.595426559448242
test,2,1,-1,32,trace_adaptive,same_only,pooled,0.00046986163943074644,1827411.5,4.698616066889372e-06,7.595440864562988
test,2,1,-1,33,trace_adaptive,same_only,pooled,0.00046996684977784753,1854184.125,4.699668352259323e-06,7.5954203605651855
test,2,1,-1,34,trace_adaptive,same_only,pooled,0.00048067138413898647,2927890.5,4.806713604921242e-06,7.594578742980957
test,2,1,-1,35,trace_adaptive,same_only,pooled,0.00048569426871836185,3542934.5,4.856942723563407e-06,7.592911720275879
test,2,1,-1,36,trace_adaptive,same_only,pooled,0.0004683173610828817,1869044.625,4.683173301600618e-06,7.595426559448242
test,2,1,-1,37,trace_adaptive,same_only,pooled,0.0004715562972705811,1920154.5,4.715562681667507e-06,7.595391273498535
test,2,1,-1,38,trace_adaptive,same_only,pooled,0.0004668958717957139,1865194.0,4.668958808906609e-06,7.595444679260254
test,2,1,-1,39,trace_adaptive,same_only,pooled,0.00047372025437653065,2144167.0,4.73720228910679e-06,7.5952935218811035
test,2,1,-1,40,trace_adaptive,same_only,pooled,0.0004952119197696447,5366879.5,4.952119070367189e-06,7.5257768630981445
test,2,1,-1,41,trace_adaptive,same_only,pooled,0.0004803402116522193,2837151.25,4.803402134712087e-06,7.594581604003906
test,2,1,-1,42,trace_adaptive,same_only,pooled,0.0004963444080203772,5932151.0,4.963444098393666e-06,7.069351673126221
test,2,1,-1,43,trace_adaptive,same_only,pooled,0.0004897480248473585,4143675.0,4.897480266663479e-06,7.5895771980285645
test,2,1,-1,44,trace_adaptive,same_only,pooled,0.0004674206138588488,1847399.0,4.674206138588488e-06,7.595451831817627
test,2,1,-1,45,trace_adaptive,same_only,pooled,0.0004958135541528463,5601936.5,4.958135377819417e-06,7.455879211425781
test,2,1,-1,46,trace_adaptive,same_only,pooled,0.0004964747931808233,6159468.0,4.964747859048657e-06,6.676825046539307
test,2,1,-1,47,trace_adaptive,same_only,pooled,0.0004673254443332553,1847722.625,4.673254352383083e-06,7.595449447631836
test,2,1,-1,48,trace_adaptive,same_only,pooled,0.00046777050010859966,1859727.375,4.6777049647062086e-06,7.595444202423096
test,2,1,-1,49,trace_adaptive,same_only,pooled,0.0004885420785285532,3940565.5,4.8854208216653205e-06,7.591277122497559
test,2,1,-1,50,trace_adaptive,same_only,pooled,0.0004868710529990494,3714401.25,4.868710220762296e-06,7.5923614501953125
