dataset,seed,arm,f1,status,warmup_f1,base_f1,act_f1,selected_anchor_count,selected_positive_count,candidate_total_count,hard_positive_score_mean,fidelity_score_mean,acl_last_ce_loss,acl_last_supcon_loss,selected_class_coverage_frac,selected_class_missing_frac,coverage_risk,dominant_metric,dominant_corr,dominance_gap,dominance_risk,supcon_active,source_arm_dir,audit_files_present,candidate_csv,pipeline,selected_csv
atrialfibrillation,3,gcg_acl,0.044444444444444446,success,0.24019607843137256,0.26495726495726496,0.044444444444444446,12,12,48,0.7847098824570936,0.9688648472897131,0.012445411644876003,1.9485108852386475,1.0,0.0,False,alignment_norm,0.8635157989248412,0.6159757039973561,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/atrialfibrillation/audit/atrialfibrillation_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/atrialfibrillation/audit/atrialfibrillation_s3_selected_positives.csv
atrialfibrillation,3,gcg_acl_n8,0.32051282051282054,success,0.16666666666666666,0.32051282051282054,0.32051282051282054,12,12,96,0.7723929468528535,0.9684823154132682,0.015710197389125824,1.949796199798584,1.0,0.0,False,alignment_norm,0.9175410378536337,0.8597029006334004,False,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/atrialfibrillation/audit/atrialfibrillation_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/atrialfibrillation/audit/atrialfibrillation_s3_selected_positives.csv
basicmotions,1,mba,1.0,success,,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
basicmotions,1,continue_ce,1.0,success,0.7178683385579937,1.0,1.0,32,32,128,0.9653542019814609,0.9927280859014809,,,1.0,0.0,False,alignment_norm,0.961876998801067,0.07499402393130761,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/basicmotions/audit/basicmotions_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/basicmotions/audit/basicmotions_s1_selected_positives.csv
basicmotions,1,gcg_acl,1.0,success,0.7178683385579937,1.0,1.0,32,32,128,0.9653542019814609,0.9927280859014809,0.0011220818851143122,2.7080931663513184,1.0,0.0,False,alignment_norm,0.961876998801067,0.07499402393130761,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/basicmotions/audit/basicmotions_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/basicmotions/audit/basicmotions_s1_selected_positives.csv
basicmotions,1,gcg_acl_n8,1.0,success,0.9212503183091418,1.0,1.0,32,32,256,0.9652149100241652,0.9927362723852683,0.00018549547530710697,2.7080576419830322,1.0,0.0,False,alignment_norm,0.9848669131952457,0.07103328963497435,False,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/basicmotions/audit/basicmotions_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/basicmotions/audit/basicmotions_s1_selected_positives.csv
basicmotions,2,mba,1.0,success,,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
basicmotions,2,continue_ce,1.0,success,0.974937343358396,1.0,1.0,32,32,128,0.9775573334403012,0.9914403636363567,,,1.0,0.0,False,alignment_norm,0.9830883557187196,0.08380169334401799,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/basicmotions/audit/basicmotions_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/basicmotions/audit/basicmotions_s2_selected_positives.csv
basicmotions,2,gcg_acl,1.0,success,0.974937343358396,1.0,1.0,32,32,128,0.9775573334403012,0.9914403636363567,0.0008731027483008802,2.708139419555664,1.0,0.0,False,alignment_norm,0.9830883557187196,0.08380169334401799,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/basicmotions/audit/basicmotions_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/basicmotions/audit/basicmotions_s2_selected_positives.csv
basicmotions,2,gcg_acl_n8,1.0,success,0.8666666666666666,1.0,1.0,32,32,256,0.9476974681577799,0.9914718199839629,0.0004219232068862766,2.7080674171447754,1.0,0.0,False,alignment_norm,0.981284022670362,0.10898876857584838,True,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/basicmotions/audit/basicmotions_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/basicmotions/audit/basicmotions_s2_selected_positives.csv
basicmotions,3,mba,1.0,success,,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
basicmotions,3,continue_ce,0.974937343358396,success,0.8351648351648351,0.974937343358396,1.0,32,32,128,0.9651658876166553,0.9917391746215465,,,1.0,0.0,False,alignment_norm,0.9741584248472429,0.1006818322316132,True,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/basicmotions/audit/basicmotions_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/basicmotions/audit/basicmotions_s3_selected_positives.csv
basicmotions,3,gcg_acl,1.0,success,0.8351648351648351,0.974937343358396,1.0,32,32,128,0.9651658876166553,0.9917391746215465,0.0005391958984546363,2.7081141471862793,1.0,0.0,False,alignment_norm,0.9741584248472429,0.1006818322316132,True,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/basicmotions/audit/basicmotions_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/basicmotions/audit/basicmotions_s3_selected_positives.csv
basicmotions,3,gcg_acl_n8,1.0,success,1.0,1.0,1.0,32,32,256,0.9597343239385131,0.9917777888706865,0.0007582353428006172,2.708085060119629,1.0,0.0,False,alignment_norm,0.9857050816247509,0.1072570613896755,True,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/basicmotions/audit/basicmotions_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/basicmotions/audit/basicmotions_s3_selected_positives.csv
handwriting,1,mba,0.5013365293531792,success,,0.46580277684988486,0.5013365293531792,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
handwriting,1,continue_ce,0.42646216899082123,success,0.19801873385499835,0.42646216899082123,0.389495607805817,120,120,480,0.7861701255897443,0.9996748700842273,,,1.0,0.0,False,alignment_norm,0.8805163291322105,0.21629242036307617,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/handwriting/audit/handwriting_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/handwriting/audit/handwriting_s1_selected_positives.csv
handwriting,1,gcg_acl,0.389495607805817,success,0.19801873385499835,0.42646216899082123,0.389495607805817,120,120,480,0.7861701255897443,0.9996748700842273,0.2913348227739334,1.546354055404663,1.0,0.0,False,alignment_norm,0.8805163291322105,0.21629242036307617,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/handwriting/audit/handwriting_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/handwriting/audit/handwriting_s1_selected_positives.csv
handwriting,1,gcg_acl_n8,0.4167268247406939,success,0.13429265036240465,0.43636415235266524,0.4167268247406939,120,120,960,0.8231394887398231,0.9996754956377274,0.22258372604846954,1.5003101825714111,1.0,0.0,False,alignment_norm,0.9038381750206657,0.235552472092047,False,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/handwriting/audit/handwriting_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/handwriting/audit/handwriting_s1_selected_positives.csv
handwriting,2,mba,0.462271205956182,success,,0.37768899344116486,0.462271205956182,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
handwriting,2,continue_ce,0.4485601267190055,success,0.16805627244540314,0.4485601267190055,0.4649182047338335,120,120,480,0.8260471319895395,0.9996772163158721,,,1.0,0.0,False,alignment_norm,0.9066856877886973,0.17771974422329517,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/handwriting/audit/handwriting_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/handwriting/audit/handwriting_s2_selected_positives.csv
handwriting,2,gcg_acl,0.4649182047338335,success,0.16805627244540314,0.4485601267190055,0.4649182047338335,120,120,480,0.8260471319895395,0.9996772163158721,0.2531199976801872,1.5336015224456787,1.0,0.0,False,alignment_norm,0.9066856877886973,0.17771974422329517,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/handwriting/audit/handwriting_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/handwriting/audit/handwriting_s2_selected_positives.csv
handwriting,2,gcg_acl_n8,0.4371670424871113,success,0.15137598664728216,0.4264709455022594,0.4371670424871113,120,120,960,0.8498473735952293,0.9996783293301956,0.29547393321990967,1.5520756244659424,1.0,0.0,False,alignment_norm,0.9188062318813904,0.20041620378250646,False,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/handwriting/audit/handwriting_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/handwriting/audit/handwriting_s2_selected_positives.csv
handwriting,3,mba,0.40814303655646267,success,,0.41750940424194705,0.40814303655646267,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
handwriting,3,continue_ce,0.4012576122328721,success,0.03452480149714548,0.4012576122328721,0.4103011866296181,120,120,480,0.7885094825825296,0.9996732418381651,,,1.0,0.0,False,alignment_norm,0.8675039522568666,0.3177382336481034,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/handwriting/audit/handwriting_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/handwriting/audit/handwriting_s3_selected_positives.csv
handwriting,3,gcg_acl,0.4103011866296181,success,0.03452480149714548,0.4012576122328721,0.4103011866296181,120,120,480,0.7885094825825296,0.9996732418381651,0.517109602689743,1.501844882965088,1.0,0.0,False,alignment_norm,0.8675039522568666,0.3177382336481034,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/handwriting/audit/handwriting_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/handwriting/audit/handwriting_s3_selected_positives.csv
handwriting,3,gcg_acl_n8,0.4164683340466117,success,0.16091774320242325,0.4455574673415802,0.4164683340466117,120,120,960,0.8603090402411607,0.9996716939765163,0.2393934726715088,1.5729188323020935,1.0,0.0,False,alignment_norm,0.9246506751041255,0.1896443752132425,False,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/handwriting/audit/handwriting_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/handwriting/audit/handwriting_s3_selected_positives.csv
heartbeat,1,mba,0.6591406318368775,success,,0.6036430243207489,0.6591406318368775,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
heartbeat,1,continue_ce,0.56460988151129,success,0.6238001129305477,0.56460988151129,0.6607338017174083,163,163,652,0.008519985470968753,0.01214365577403725,,,1.0,0.0,False,alignment_norm,0.6748796144428998,0.1264242455955944,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/heartbeat/audit/heartbeat_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/heartbeat/audit/heartbeat_s1_selected_positives.csv
heartbeat,1,gcg_acl,0.6607338017174083,success,0.6238001129305477,0.56460988151129,0.6607338017174083,163,163,652,0.008519985470968753,0.01214365577403725,0.12174251675605774,4.2171549797058105,1.0,0.0,False,alignment_norm,0.6748796144428998,0.1264242455955944,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/heartbeat/audit/heartbeat_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/heartbeat/audit/heartbeat_s1_selected_positives.csv
heartbeat,1,gcg_acl_n8,0.6521212121212121,success,0.6468561584840655,0.6383354088833542,0.6521212121212121,163,163,1304,0.011177382954057851,0.012140653652569715,0.10706288367509842,4.223218520482381,1.0,0.0,False,alignment_norm,0.6570209959149609,0.052639675161348265,False,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/heartbeat/audit/heartbeat_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/heartbeat/audit/heartbeat_s1_selected_positives.csv
heartbeat,2,mba,0.6378457500504745,success,,0.6082446082446082,0.6378457500504745,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
heartbeat,2,continue_ce,0.7038327526132404,success,0.6345811051693405,0.7038327526132404,0.6467731829573935,163,163,652,0.0059617546988720875,0.008183085203860416,,,1.0,0.0,False,alignment_norm,0.6748709287098892,0.11251150769305585,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/heartbeat/audit/heartbeat_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/heartbeat/audit/heartbeat_s2_selected_positives.csv
heartbeat,2,gcg_acl,0.6467731829573935,success,0.6345811051693405,0.7038327526132404,0.6467731829573935,163,163,652,0.0059617546988720875,0.008183085203860416,0.11631661156813304,4.255447467168172,1.0,0.0,False,alignment_norm,0.6748709287098892,0.11251150769305585,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/heartbeat/audit/heartbeat_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/heartbeat/audit/heartbeat_s2_selected_positives.csv
heartbeat,2,gcg_acl_n8,0.6360085227272727,success,0.6677285937849318,0.6846153846153846,0.6360085227272727,163,163,1304,0.006533672420975861,0.008180509808774451,0.06897162149349849,4.128186543782552,1.0,0.0,False,alignment_norm,0.6317324679970049,0.014982184977091917,False,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/heartbeat/audit/heartbeat_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/heartbeat/audit/heartbeat_s2_selected_positives.csv
heartbeat,3,mba,0.6215384615384616,success,,0.6232247284878863,0.6215384615384616,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
heartbeat,3,continue_ce,0.5526486175391478,success,0.6279491833030852,0.5526486175391478,0.6605683884802258,163,163,652,0.009233566232907482,0.011466798746157048,,,1.0,0.0,False,alignment_norm,0.6877184093171304,0.1589810204842137,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/heartbeat/audit/heartbeat_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/heartbeat/audit/heartbeat_s3_selected_positives.csv
heartbeat,3,gcg_acl,0.6605683884802258,success,0.6279491833030852,0.5526486175391478,0.6605683884802258,163,163,652,0.009233566232907482,0.011466798746157048,0.2762928654750188,4.471749146779378,1.0,0.0,False,alignment_norm,0.6877184093171304,0.1589810204842137,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/heartbeat/audit/heartbeat_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/heartbeat/audit/heartbeat_s3_selected_positives.csv
heartbeat,3,gcg_acl_n8,0.6105400130123617,success,0.6434331615065938,0.6131680946552428,0.6105400130123617,163,163,1304,0.008052633073861355,0.011466317573534527,0.18382429083188376,4.326282183329265,1.0,0.0,False,alignment_norm,0.6956710812648247,0.1281885811733955,False,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/heartbeat/audit/heartbeat_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/heartbeat/audit/heartbeat_s3_selected_positives.csv
japanesevowels,1,mba,0.9691430535410848,success,,0.9754160010442736,0.9691430535410848,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
japanesevowels,1,continue_ce,0.9664671577231412,success,0.8759139483933878,0.9664671577231412,0.9841923716656732,216,216,864,0.10260805239255749,0.10700484206676994,,,1.0,0.0,False,alignment_norm,0.8579976960910416,0.15632359354962522,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s1_selected_positives.csv
japanesevowels,1,gcg_acl,0.9841923716656732,success,0.8759139483933878,0.9664671577231412,0.9841923716656732,216,216,864,0.10260805239255749,0.10700484206676994,0.011343393009155989,2.419707030057907,1.0,0.0,False,alignment_norm,0.8579976960910416,0.15632359354962522,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s1_selected_positives.csv
japanesevowels,1,gcg_acl_n8,0.9774098287734387,success,0.8636159310537325,0.9677939359365683,0.9774098287734387,216,216,1728,0.10402700144757515,0.10685809751409421,0.010439987876452506,2.4268703758716583,1.0,0.0,False,alignment_norm,0.8308589213143569,0.1442130961125485,False,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/japanesevowels/audit/japanesevowels_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/japanesevowels/audit/japanesevowels_s1_selected_positives.csv
