dataset,prototype_geometry_mode,class_idx,tangent_source,requested_tangent_rank,actual_tangent_rank,rank95,effective_rank,top1_energy_ratio,top1_top2_spectral_gap,singular_values,energy_probs,cumulative_energy,run_dir
japanesevowels,center_subproto,0,subproto_offsets,3,3,4,3.9703822135925293,0.2889765202999115,0.026548147201538086,"[0.8808268904685974, 0.8393917083740234, 0.8070892691612244, 0.7436485886573792]","[0.2889765202999115, 0.2624283730983734, 0.2426188886165619, 0.20597615838050842]","[0.2889765202999115, 0.5514048933982849, 0.7940237522125244, 0.9999998807907104]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_japanesevowels_seed1
japanesevowels,center_subproto,1,subproto_offsets,3,3,4,3.974590301513672,0.2908683717250824,0.03268545866012573,"[0.8778953552246094, 0.827100396156311, 0.7922823429107666, 0.7530911564826965]","[0.2908683717250824, 0.25818291306495667, 0.23690320551395416, 0.21404550969600677]","[0.2908683717250824, 0.5490512847900391, 0.785954475402832, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_japanesevowels_seed1
japanesevowels,center_subproto,2,subproto_offsets,3,3,4,3.8516056537628174,0.3491075038909912,0.09619492292404175,"[0.9847315549850464, 0.8381533622741699, 0.8189110159873962, 0.6594173312187195]","[0.3491075038909912, 0.25291258096694946, 0.24143314361572266, 0.15654678642749786]","[0.3491075038909912, 0.6020200848579407, 0.8434532284736633, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_japanesevowels_seed1
japanesevowels,center_subproto,3,subproto_offsets,3,3,4,3.9729132652282715,0.2992064952850342,0.05461739003658295,"[0.9317259192466736, 0.8424055576324463, 0.8256542682647705, 0.8011987805366516]","[0.2992064952850342, 0.24458910524845123, 0.2349584847688675, 0.2212458997964859]","[0.2992064952850342, 0.5437955856323242, 0.7787540555000305, 0.9999999403953552]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_japanesevowels_seed1
japanesevowels,center_subproto,4,subproto_offsets,3,3,4,3.965681314468384,0.2990366816520691,0.04326513409614563,"[0.8910977244377136, 0.8241176605224609, 0.7929779887199402, 0.7438669204711914]","[0.2990366816520691, 0.25577154755592346, 0.23680782318115234, 0.2083839476108551]","[0.2990366816520691, 0.5548082590103149, 0.7916160821914673, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_japanesevowels_seed1
japanesevowels,center_subproto,5,subproto_offsets,3,3,4,3.955101251602173,0.2984373867511749,0.03691020607948303,"[0.9093589782714844, 0.8512696623802185, 0.8240739107131958, 0.734974205493927]","[0.2984373867511749, 0.2615271806716919, 0.24508394300937653, 0.19495154917240143]","[0.2984373867511749, 0.5599645376205444, 0.8050484657287598, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_japanesevowels_seed1
japanesevowels,center_subproto,6,subproto_offsets,3,3,4,3.906076431274414,0.3299162983894348,0.07475370168685913,"[0.9368255734443665, 0.8238826394081116, 0.7951980233192444, 0.6866087317466736]","[0.3299162983894348, 0.2551625967025757, 0.23770421743392944, 0.17721682786941528]","[0.3299162983894348, 0.5850788950920105, 0.8227831125259399, 0.9999999403953552]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_japanesevowels_seed1
japanesevowels,center_subproto,7,subproto_offsets,3,3,4,3.9889469146728516,0.27340349555015564,0.011113584041595459,"[0.8462974429130554, 0.8289183974266052, 0.7879628539085388, 0.7716421484947205]","[0.27340349555015564, 0.2622899115085602, 0.23701153695583344, 0.22729501128196716]","[0.27340349555015564, 0.5356934070587158, 0.7727049589157104, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_japanesevowels_seed1
japanesevowels,center_subproto,8,subproto_offsets,3,3,4,3.987410306930542,0.26969656348228455,0.00820225477218628,"[0.8516870141029358, 0.8386359214782715, 0.8212416768074036, 0.7658082842826843]","[0.26969656348228455, 0.26149430871009827, 0.25075945258140564, 0.21804969012737274]","[0.26969656348228455, 0.5311908721923828, 0.7819503545761108, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_japanesevowels_seed1
cricket,center_subproto,0,subproto_offsets,3,3,4,3.9474971294403076,0.3131483197212219,0.0576341450214386,"[0.9440702795982361, 0.8527795672416687, 0.8073705434799194, 0.758819043636322]","[0.3131483197212219, 0.2555141746997833, 0.22902728617191315, 0.2023102343082428]","[0.3131483197212219, 0.5686625242233276, 0.7976897954940796, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_cricket_seed1
cricket,center_subproto,1,subproto_offsets,3,3,4,3.93752384185791,0.3216703534126282,0.0763673186302185,"[0.9284490346908569, 0.8107818365097046, 0.7936241030693054, 0.7284179925918579]","[0.3216703534126282, 0.24530303478240967, 0.23503071069717407, 0.19799593091011047]","[0.3216703534126282, 0.5669733881950378, 0.8020040988922119, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_cricket_seed1
cricket,center_subproto,2,subproto_offsets,3,3,4,3.921828269958496,0.31113287806510925,0.029003143310546875,"[0.8955801129341125, 0.852817177772522, 0.7547788619995117, 0.6919753551483154]","[0.31113287806510925, 0.2821297347545624, 0.22099195420742035, 0.1857454776763916]","[0.31113287806510925, 0.5932626128196716, 0.8142545819282532, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_cricket_seed1
cricket,center_subproto,3,subproto_offsets,3,3,4,3.9709794521331787,0.2784535884857178,0.0015740692615509033,"[0.8754445314407349, 0.8729666471481323, 0.8098168969154358, 0.7537094354629517]","[0.2784535884857178, 0.27687951922416687, 0.23826991021633148, 0.20639702677726746]","[0.2784535884857178, 0.555333137512207, 0.7936030626296997, 1.0000001192092896]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_cricket_seed1
cricket,center_subproto,4,subproto_offsets,3,3,4,3.972095012664795,0.2984791398048401,0.04762297868728638,"[0.8550287485122681, 0.783855676651001, 0.7488433122634888, 0.7369264960289001]","[0.2984791398048401, 0.2508561611175537, 0.2289467304944992, 0.221717968583107]","[0.2984791398048401, 0.5493353009223938, 0.7782820463180542, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_cricket_seed1
cricket,center_subproto,5,subproto_offsets,3,3,4,3.9407808780670166,0.31893548369407654,0.062135547399520874,"[0.9406746625900269, 0.8440836668014526, 0.772424578666687, 0.7618784308433533]","[0.31893548369407654, 0.25679993629455566, 0.21504835784435272, 0.20921620726585388]","[0.31893548369407654, 0.5757354497909546, 0.7907838225364685, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_cricket_seed1
cricket,center_subproto,6,subproto_offsets,3,3,4,3.961751699447632,0.2898464500904083,0.01727786660194397,"[0.8961615562438965, 0.8690409064292908, 0.8105013370513916, 0.7453499436378479]","[0.2898464500904083, 0.27256858348846436, 0.23708432912826538, 0.20050065219402313]","[0.2898464500904083, 0.5624150037765503, 0.7994993329048157, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_cricket_seed1
cricket,center_subproto,7,subproto_offsets,3,3,4,3.962857961654663,0.2907905876636505,0.020154982805252075,"[0.8980004191398621, 0.8663210272789001, 0.8103737235069275, 0.7480131387710571]","[0.2907905876636505, 0.27063560485839844, 0.23680885136127472, 0.20176492631435394]","[0.2907905876636505, 0.5614261627197266, 0.7982349991798401, 0.9999999403953552]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_cricket_seed1
cricket,center_subproto,8,subproto_offsets,3,3,4,3.9758973121643066,0.2859145402908325,0.026634007692337036,"[0.8913697004318237, 0.8488377332687378, 0.8244621753692627, 0.7642896175384521]","[0.2859145402908325, 0.2592805325984955, 0.24460312724113464, 0.21020181477069855]","[0.2859145402908325, 0.5451951026916504, 0.7897982597351074, 1.0000001192092896]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_cricket_seed1
cricket,center_subproto,9,subproto_offsets,3,3,4,3.9233336448669434,0.30890288949012756,0.025142669677734375,"[0.9160610437393188, 0.8779892325401306, 0.7755460143089294, 0.7107058763504028]","[0.30890288949012756, 0.2837602198123932, 0.22140543162822723, 0.1859314739704132]","[0.30890288949012756, 0.5926631093025208, 0.8140685558319092, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_cricket_seed1
cricket,center_subproto,10,subproto_offsets,3,3,4,3.911468267440796,0.31763845682144165,0.03423026204109192,"[0.9399401545524597, 0.8878505825996399, 0.7687056660652161, 0.7202433347702026]","[0.31763845682144165, 0.28340819478034973, 0.21244807541370392, 0.1865052878856659]","[0.31763845682144165, 0.6010466814041138, 0.8134947419166565, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_cricket_seed1
cricket,center_subproto,11,subproto_offsets,3,3,4,3.9234819412231445,0.31136882305145264,0.02737879753112793,"[0.9043866395950317, 0.863710343837738, 0.7447733879089355, 0.7129089832305908]","[0.31136882305145264, 0.2839900255203247, 0.21116168797016144, 0.193479523062706]","[0.31136882305145264, 0.5953588485717773, 0.8065205216407776, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_cricket_seed1
handwriting,center_subproto,0,subproto_offsets,3,3,4,3.895811080932617,0.3181866407394409,0.023840874433517456,"[1.0881569385528564, 1.046596884727478, 0.867759108543396, 0.8299991488456726]","[0.3181866407394409, 0.29434576630592346, 0.20234723389148712, 0.1851203590631485]","[0.3181866407394409, 0.612532377243042, 0.8148795962333679, 0.9999999403953552]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,1,subproto_offsets,3,3,4,3.9346864223480225,0.30505722761154175,0.028180032968521118,"[0.9990625977516174, 0.9517998695373535, 0.8692030906677246, 0.7825391292572021]","[0.30505722761154175, 0.27687719464302063, 0.23090770840644836, 0.18715785443782806]","[0.30505722761154175, 0.5819344520568848, 0.8128421306610107, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,2,subproto_offsets,3,3,4,3.9178221225738525,0.30474746227264404,0.03193369507789612,"[1.059873342514038, 1.002806305885315, 0.9631631374359131, 0.7933919429779053]","[0.30474746227264404, 0.2728137671947479, 0.251670241355896, 0.17076848447322845]","[0.30474746227264404, 0.5775612592697144, 0.8292315006256104, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,3,subproto_offsets,3,3,4,3.9860687255859375,0.2790359556674957,0.020404934883117676,"[0.9205459952354431, 0.8862489461898804, 0.8518407940864563, 0.8236672282218933]","[0.2790359556674957, 0.25863102078437805, 0.23893843591213226, 0.22339463233947754]","[0.2790359556674957, 0.5376669764518738, 0.7766054272651672, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,4,subproto_offsets,3,3,4,3.8566713333129883,0.34905189275741577,0.08054646849632263,"[1.0601862668991089, 0.929851770401001, 0.8347492814064026, 0.7312396764755249]","[0.34905189275741577, 0.26850542426109314, 0.21639028191566467, 0.16605240106582642]","[0.34905189275741577, 0.6175572872161865, 0.8339475393295288, 0.9999999403953552]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,5,subproto_offsets,3,3,4,3.8967819213867188,0.30907514691352844,0.03943520784378052,"[1.0426584482192993, 0.9738725423812866, 0.9588869214057922, 0.7499048113822937]","[0.30907514691352844, 0.2696399390697479, 0.2614055275917053, 0.15987931191921234]","[0.30907514691352844, 0.5787150859832764, 0.8401206135749817, 0.9999999403953552]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,6,subproto_offsets,3,3,4,3.904921770095825,0.32314813137054443,0.057017624378204346,"[1.0130252838134766, 0.9193201661109924, 0.8697001338005066, 0.740234911441803]","[0.32314813137054443, 0.2661305069923401, 0.23817718029022217, 0.17254413664340973]","[0.32314813137054443, 0.5892786383628845, 0.8274558186531067, 0.9999999403953552]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,7,subproto_offsets,3,3,4,3.921319007873535,0.3219371438026428,0.06209671497344971,"[1.0125280618667603, 0.9096512198448181, 0.8643108606338501, 0.7647232413291931]","[0.3219371438026428, 0.2598404288291931, 0.23458316922187805, 0.18363924324512482]","[0.3219371438026428, 0.5817775726318359, 0.8163607120513916, 0.9999999403953552]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,8,subproto_offsets,3,3,4,3.9282782077789307,0.32065847516059875,0.058371275663375854,"[0.995768666267395, 0.9005869030952454, 0.834577739238739, 0.7701395153999329]","[0.32065847516059875, 0.2622871994972229, 0.22524721920490265, 0.1918070763349533]","[0.32065847516059875, 0.582945704460144, 0.8081929087638855, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,9,subproto_offsets,3,3,4,3.9156579971313477,0.3218211531639099,0.04994586110115051,"[1.0628117322921753, 0.9768636226654053, 0.8804523944854736, 0.8067834973335266]","[0.3218211531639099, 0.2718752920627594, 0.22085826098918915, 0.18544532358646393]","[0.3218211531639099, 0.5936964750289917, 0.814554750919342, 1.0000001192092896]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,10,subproto_offsets,3,3,4,3.8679938316345215,0.3355077803134918,0.051166146993637085,"[1.0719019174575806, 0.986788272857666, 0.8511885404586792, 0.7598256468772888]","[0.3355077803134918, 0.28434163331985474, 0.21156510710716248, 0.16858556866645813]","[0.3355077803134918, 0.619849443435669, 0.8314145803451538, 1.0000001192092896]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,11,subproto_offsets,3,3,4,3.965144395828247,0.2885429263114929,0.015162140130996704,"[0.9501855373382568, 0.9248838424682617, 0.8533895611763, 0.8015420436859131]","[0.2885429263114929, 0.2733807861804962, 0.23274923861026764, 0.2053270787000656]","[0.2885429263114929, 0.5619237422943115, 0.794672966003418, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,12,subproto_offsets,3,3,4,3.96168851852417,0.28595298528671265,0.01877826452255249,"[0.9643211960792542, 0.9321205615997314, 0.9051774144172668, 0.7961638569831848]","[0.28595298528671265, 0.26717472076416016, 0.25195246934890747, 0.1949198693037033]","[0.28595298528671265, 0.5531277060508728, 0.8050801753997803, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,13,subproto_offsets,3,3,4,3.951320171356201,0.2896285355091095,0.009963631629943848,"[0.9629045128822327, 0.9461969137191772, 0.8740479350090027, 0.7841283082962036]","[0.2896285355091095, 0.27966490387916565, 0.2386411726474762, 0.19206541776657104]","[0.2896285355091095, 0.5692934393882751, 0.8079346418380737, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,14,subproto_offsets,3,3,4,3.894216299057007,0.3243052065372467,0.03662469983100891,"[1.0355123281478882, 0.9752894639968872, 0.8191097378730774, 0.7822999954223633]","[0.3243052065372467, 0.2876805067062378, 0.20292125642299652, 0.1850930005311966]","[0.3243052065372467, 0.6119856834411621, 0.8149069547653198, 0.9999999403953552]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,15,subproto_offsets,3,3,4,3.9213016033172607,0.3221782445907593,0.05451485514640808,"[1.0139669179916382, 0.92420893907547, 0.8382830023765564, 0.7785696387290955]","[0.3221782445907593, 0.2676633894443512, 0.22020642459392548, 0.18995186686515808]","[0.3221782445907593, 0.5898416042327881, 0.8100480437278748, 0.9999998807907104]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,16,subproto_offsets,3,3,4,3.890390396118164,0.31679877638816833,0.01991698145866394,"[1.0399452447891235, 1.006724238395691, 0.8457334041595459, 0.7768851518630981]","[0.31679877638816833, 0.2968817949295044, 0.20952193439006805, 0.1767975240945816]","[0.31679877638816833, 0.6136806011199951, 0.8232025504112244, 1.0000001192092896]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,17,subproto_offsets,3,3,4,3.8412532806396484,0.3409195840358734,0.04780900478363037,"[1.0866905450820923, 1.0076173543930054, 0.8397189378738403, 0.7500258684158325]","[0.3409195840358734, 0.29311057925224304, 0.20356734097003937, 0.16240249574184418]","[0.3409195840358734, 0.6340301632881165, 0.8375974893569946, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,18,subproto_offsets,3,3,4,3.702658176422119,0.35652923583984375,0.040897488594055176,"[1.1177647113800049, 1.0517030954360962, 0.86579430103302, 0.6318688988685608]","[0.35652923583984375, 0.3156317472457886, 0.213906392455101, 0.11393267661333084]","[0.35652923583984375, 0.6721609830856323, 0.8860673904418945, 1.0000001192092896]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,19,subproto_offsets,3,3,4,3.5268445014953613,0.39539042115211487,0.07679840922355652,"[1.1343791484832764, 1.0182691812515259, 0.815447211265564, 0.5156577825546265]","[0.39539042115211487, 0.31859201192855835, 0.20431552827358246, 0.08170202374458313]","[0.39539042115211487, 0.7139824628829956, 0.9182980060577393, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,20,subproto_offsets,3,3,4,3.979288339614868,0.2822466790676117,0.022258907556533813,"[0.9552433490753174, 0.9168030619621277, 0.8903266191482544, 0.8290067911148071]","[0.2822466790676117, 0.2599877715110779, 0.24518819153308868, 0.21257735788822174]","[0.2822466790676117, 0.5422344207763672, 0.7874225974082947, 0.9999999403953552]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,21,subproto_offsets,3,3,4,3.8607568740844727,0.318227082490921,0.04092642664909363,"[1.032852053642273, 0.9641508460044861, 0.9302557110786438, 0.7003746628761292]","[0.318227082490921, 0.2773006558418274, 0.25814613699913025, 0.14632609486579895]","[0.318227082490921, 0.5955277681350708, 0.8536739349365234, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,22,subproto_offsets,3,3,4,3.9310290813446045,0.3241807520389557,0.06845250725746155,"[1.0209589004516602, 0.9067842960357666, 0.8419585824012756, 0.8011544942855835]","[0.3241807520389557, 0.25572824478149414, 0.2204713374376297, 0.1996196210384369]","[0.3241807520389557, 0.5799089670181274, 0.800380289554596, 0.9999998807907104]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,23,subproto_offsets,3,3,4,3.835582971572876,0.34124046564102173,0.04101046919822693,"[1.040605902671814, 0.9760746955871582, 0.7622225880622864, 0.7461506724357605]","[0.34124046564102173, 0.3002299964427948, 0.18308451771736145, 0.17544502019882202]","[0.34124046564102173, 0.6414704322814941, 0.8245549201965332, 0.9999999403953552]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,24,subproto_offsets,3,3,4,3.8448991775512695,0.34201690554618835,0.05056279897689819,"[1.0553290843963623, 0.9742023944854736, 0.806249737739563, 0.7372245788574219]","[0.34201690554618835, 0.29145410656929016, 0.19962318241596222, 0.16690577566623688]","[0.34201690554618835, 0.6334710121154785, 0.8330941796302795, 0.9999999403953552]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
handwriting,center_subproto,25,subproto_offsets,3,3,4,3.8607168197631836,0.351301908493042,0.08227658271789551,"[1.1014747619628906, 0.9638975858688354, 0.8343467712402344, 0.7842787504196167]","[0.351301908493042, 0.2690253257751465, 0.20156937837600708, 0.17810343205928802]","[0.351301908493042, 0.6203272342681885, 0.8218966126441956, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handwriting_seed1
ering,center_subproto,0,subproto_offsets,3,3,4,3.9935460090637207,0.26694580912590027,0.008553296327590942,"[0.8121176958084106, 0.799001157283783, 0.7783294916152954, 0.7529513835906982]","[0.26694580912590027, 0.2583925127983093, 0.24519528448581696, 0.22946634888648987]","[0.26694580912590027, 0.5253382921218872, 0.770533561706543, 0.9999998807907104]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_ering_seed1
ering,center_subproto,1,subproto_offsets,3,3,4,3.993851900100708,0.2696094512939453,0.012985050678253174,"[0.8042511343955994, 0.7846447825431824, 0.7545586228370667, 0.7531620860099792]","[0.2696094512939453, 0.25662440061569214, 0.2373218536376953, 0.23644419014453888]","[0.2696094512939453, 0.5262338519096375, 0.7635557055473328, 0.9999998807907104]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_ering_seed1
ering,center_subproto,2,subproto_offsets,3,3,4,3.98911452293396,0.2738635838031769,0.012452840805053711,"[0.8269811868667603, 0.8079606294631958, 0.7691904306411743, 0.7542338371276855]","[0.2738635838031769, 0.26141074299812317, 0.236924946308136, 0.22780069708824158]","[0.2738635838031769, 0.5352743268013, 0.772199273109436, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_ering_seed1
ering,center_subproto,3,subproto_offsets,3,3,4,3.970432996749878,0.2993435859680176,0.0470234751701355,"[0.856857419013977, 0.7866825461387634, 0.7477774024009705, 0.7351667284965515]","[0.2993435859680176, 0.2523201107978821, 0.22798039019107819, 0.220355823636055]","[0.2993435859680176, 0.5516636967658997, 0.7796440720558167, 0.9999998807907104]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_ering_seed1
ering,center_subproto,4,subproto_offsets,3,3,4,3.988187789916992,0.27179214358329773,0.013026714324951172,"[0.829341471195221, 0.8092226982116699, 0.7945744395256042, 0.7460830211639404]","[0.27179214358329773, 0.25876542925834656, 0.24948206543922424, 0.21996036171913147]","[0.27179214358329773, 0.5305575728416443, 0.7800396680831909, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_ering_seed1
