split,epoch,class_idx,committee_idx,sample_idx_in_batch,ridge_mode,support_mode,prototype_aggregation,mean_trace,condition_number,effective_ridge,weight_norm
train,1,0,-1,8,trace_adaptive,same_only,pooled,0.0004176677903160453,1615077.875,4.176677975920029e-06,9.47149658203125
train,1,0,-1,9,trace_adaptive,same_only,pooled,0.0004249530320521444,1720375.75,4.249530320521444e-06,9.471383094787598
train,1,0,-1,10,trace_adaptive,same_only,pooled,0.0004243028233759105,1626952.25,4.243028342898469e-06,9.47140884399414
train,1,0,-1,11,trace_adaptive,same_only,pooled,0.00042093568481504917,1547109.125,4.209356575302081e-06,9.471468925476074
train,1,0,-1,12,trace_adaptive,same_only,pooled,0.0004220287664793432,1602427.875,4.22028779212269e-06,9.471343994140625
train,1,0,-1,13,trace_adaptive,same_only,pooled,0.0004159131203778088,1686570.75,4.159131094638724e-06,9.471192359924316
train,1,0,-1,14,trace_adaptive,same_only,pooled,0.00041578494710847735,1600281.875,4.157849161856575e-06,9.471413612365723
train,1,0,-1,15,trace_adaptive,same_only,pooled,0.0004210525657981634,1519119.625,4.21052573074121e-06,9.471467018127441
train,1,0,-1,16,trace_adaptive,same_only,pooled,0.00042505134479142725,1765557.375,4.250513484294061e-06,9.471388816833496
train,1,0,-1,17,trace_adaptive,same_only,pooled,0.00042468178435228765,1878975.875,4.246817752573406e-06,9.47133731842041
train,1,0,-1,18,trace_adaptive,same_only,pooled,0.00042388346628285944,1587170.125,4.2388346628285944e-06,9.471457481384277
train,1,0,-1,19,trace_adaptive,same_only,pooled,0.0004219264956191182,1669905.875,4.219265065330546e-06,9.47144603729248
train,1,0,-1,20,trace_adaptive,same_only,pooled,0.00042116272379644215,1508328.875,4.211627128825057e-06,9.47148323059082
train,1,0,-1,21,trace_adaptive,same_only,pooled,0.00041774031706154346,1507692.75,4.177403297944693e-06,9.471450805664062
train,1,0,-1,22,trace_adaptive,same_only,pooled,0.00042094429954886436,1807039.0,4.20944297729875e-06,9.471342086791992
train,1,0,-1,23,trace_adaptive,same_only,pooled,0.00041568675078451633,1508040.875,4.156867362326011e-06,9.471505165100098
train,1,0,-1,24,trace_adaptive,same_only,pooled,0.00041951017919927835,1574785.125,4.195101610093843e-06,9.471488952636719
train,1,0,-1,25,trace_adaptive,same_only,pooled,0.0004249504709150642,1641710.875,4.2495043999224436e-06,9.471430778503418
train,1,0,-1,26,trace_adaptive,same_only,pooled,0.00042111531365662813,1693424.75,4.211152827338083e-06,9.471417427062988
train,1,0,-1,27,trace_adaptive,same_only,pooled,0.0004186143050901592,1565988.75,4.18614308728138e-06,9.471492767333984
train,1,0,-1,28,trace_adaptive,same_only,pooled,0.00042066507739946246,1549677.875,4.206650828564307e-06,9.471451759338379
train,1,0,-1,29,trace_adaptive,same_only,pooled,0.00042183423647657037,1626352.75,4.218342382955598e-06,9.471464157104492
