dataset,seed,trial_id,changed_window_count,replay_window_ratio,stitch_boundary_count,stitch_boundary_jump_ratio_mean,replay_continuity_distortion_ratio
selfregulationscp1,1,selfregulationscp1_train_n00042,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00225,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00130,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00233,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00259,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00058,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00113,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00203,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00205,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00257,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00202,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00053,8,0.011142061281337047,2,1.6257723494028253,1.0009209735232485
selfregulationscp1,1,selfregulationscp1_train_n00081,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00049,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00078,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00172,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00131,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00021,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00204,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00246,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00036,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00238,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00213,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00249,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00057,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00011,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00159,7,0.009749303621169917,2,3.428175289246218,1.002596209660336
selfregulationscp1,1,selfregulationscp1_train_n00093,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00086,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00124,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00253,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00024,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00169,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00218,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00161,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00239,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00230,1,0.001392757660167131,2,3.625878755923376,1.0032708655856368
selfregulationscp1,1,selfregulationscp1_train_n00031,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00144,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00112,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00044,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00250,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00117,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00240,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00088,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00222,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00198,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00073,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00070,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00181,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00010,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00255,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00224,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00074,8,0.011142061281337047,4,1.985618594794079,1.0023556162570602
selfregulationscp1,1,selfregulationscp1_train_n00083,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00107,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00194,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00168,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00263,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00109,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00092,8,0.011142061281337047,2,1.378735485560441,1.000487693943366
selfregulationscp1,1,selfregulationscp1_train_n00072,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00241,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00094,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00142,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00018,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00061,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00154,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00231,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00221,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00037,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00009,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00147,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00248,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00236,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00184,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00048,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00174,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00039,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00075,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00111,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00101,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00119,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00030,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00151,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00015,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00136,11,0.01532033426183844,8,2.02271953673628,1.009899006265636
selfregulationscp1,1,selfregulationscp1_train_n00005,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00019,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00065,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00007,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00099,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00229,8,0.011142061281337047,4,1.3644475495192696,1.001782816808761
selfregulationscp1,1,selfregulationscp1_train_n00046,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00008,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00089,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00035,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00260,5,0.006963788300835654,4,1.9194801980747873,1.0029798646881067
selfregulationscp1,1,selfregulationscp1_train_n00245,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00163,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00170,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00041,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00034,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00118,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00254,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00157,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00185,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00155,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00095,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00125,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00211,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00262,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00165,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00208,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00047,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00186,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00216,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00108,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00164,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00050,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00187,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00127,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00197,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00217,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00199,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00171,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00025,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00219,0,0.0,0,1.0,1.0
selfregulationscp1,1,selfregulationscp1_train_n00063,0,0.0,0,1.0,1.0
